ID,Endpoint,Assay,Value,Unit,Standardized_Value,Peptidic_Type,Source
MC-1501,Log Pe,PAMPA,-7,,-7,Non,10.1021/acs.jmedchem.1c02090
MC-1502,Log Pe,PAMPA,-6.357,,-6.357,Non,10.1021/acs.jmedchem.1c02090
MC-1502,Log Pe,PAMPA,-6.886,,-6.886,Non,10.1021/acs.jmedchem.1c02090
MC-1503,Log Pe,PAMPA,-5.578,,-5.578,Non,10.1021/acs.jmedchem.1c02090
MC-1504,Log Pe,PAMPA,-6.081,,-6.081,Non,10.1021/acs.jmedchem.1c02090
MC-1505,Log Pe,PAMPA,-5.963,,-5.963,Non,10.1021/acs.jmedchem.1c02090
MC-1506,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-1507,Log Pe,PAMPA,-5.095,,-5.095,Non,10.1021/acs.jmedchem.1c02090
MC-1508,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-1509,Log Pe,PAMPA,-5.554,,-5.554,Non,10.1021/acs.jmedchem.1c02090
MC-1510,Log Pe,PAMPA,-6.215,,-6.215,Non,10.1021/acs.jmedchem.1c02090
MC-1510,Log Pe,PAMPA,-5.928,,-5.928,Non,10.1021/acs.jmedchem.1c02090
MC-1511,Log Pe,PAMPA,-5.845,,-5.845,Non,10.1021/acs.jmedchem.1c02090
MC-1512,Log Pe,PAMPA,-5.231,,-5.231,Non,10.1021/acs.jmedchem.1c02090
MC-1513,Log Pe,PAMPA,-6.046,,-6.046,Non,10.1021/acs.jmedchem.1c02090
MC-1514,Log Pe,PAMPA,-5.327,,-5.327,Non,10.1021/acs.jmedchem.1c02090
MC-1515,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-1516,Log Pe,PAMPA,-5.987,,-5.987,Non,10.1021/acs.jmedchem.1c02090
MC-1517,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-1518,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-1518,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-1519,Log Pe,PAMPA,-6.222,,-6.222,Non,10.1021/acs.jmedchem.1c02090
MC-1520,Log Pe,PAMPA,-5.914,,-5.914,Non,10.1021/acs.jmedchem.1c02090
MC-1521,Log Pe,PAMPA,-5.658,,-5.658,Non,10.1021/acs.jmedchem.1c02090
MC-1522,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-1523,Log Pe,PAMPA,-5.208,,-5.208,Non,10.1021/acs.jmedchem.1c02090
MC-1524,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-1525,Log Pe,PAMPA,-5.554,,-5.554,Non,10.1021/acs.jmedchem.1c02090
MC-1526,Log Pe,PAMPA,-5.062,,-5.062,Non,10.1021/acs.jmedchem.1c02090
MC-1527,Log Pe,PAMPA,-5.672,,-5.672,Non,10.1021/acs.jmedchem.1c02090
MC-1527,Log Pe,PAMPA,-5.66,,-5.66,Non,10.1021/acs.jmedchem.1c02090
MC-1528,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-1529,Log Pe,PAMPA,-5.777,,-5.777,Non,10.1021/acs.jmedchem.1c02090
MC-1530,Log Pe,PAMPA,-6.167,,-6.167,Non,10.1021/acs.jmedchem.1c02090
MC-1531,Log Pe,PAMPA,-7.097,,-7.097,Non,10.1021/acs.jmedchem.1c02090
MC-1532,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-1532,Log Pe,PAMPA,-6.337,,-6.337,Non,10.1021/acs.jmedchem.1c02090
MC-1533,Log Pe,PAMPA,-5.113,,-5.113,Non,10.1021/acs.jmedchem.1c02090
MC-1534,Log Pe,PAMPA,-6.886,,-6.886,Semi,10.1021/acs.jmedchem.1c02090
MC-1535,Log Pe,PAMPA,-6.041,,-6.041,Non,10.1021/acs.jmedchem.1c02090
MC-1536,Log Pe,PAMPA,-5.682,,-5.682,Non,10.1021/acs.jmedchem.1c02090
MC-1537,Log Pe,PAMPA,-5.184,,-5.184,Non,10.1021/acs.jmedchem.1c02090
MC-1538,Log Pe,PAMPA,-5.754,,-5.754,Non,10.1021/acs.jmedchem.1c02090
MC-1539,Log Pe,PAMPA,-5.425,,-5.425,Non,10.1021/acs.jmedchem.1c02090
MC-1540,Log Pe,PAMPA,-5.545,,-5.545,Non,10.1021/acs.jmedchem.1c02090
MC-1541,Log Pe,PAMPA,-5.382,,-5.382,Non,10.1021/acs.jmedchem.1c02090
MC-1542,Log Pe,PAMPA,-6.398,,-6.398,Non,10.1021/acs.jmedchem.1c02090
MC-1543,Log Pe,PAMPA,-5.58,,-5.58,Non,10.1021/acs.jmedchem.1c02090
MC-1544,Log Pe,PAMPA,-5.595,,-5.595,Non,10.1021/acs.jmedchem.1c02090
MC-1545,Log Pe,PAMPA,-7.155,,-7.155,Non,10.1021/acs.jmedchem.1c02090
MC-1545,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-1546,Log Pe,PAMPA,-5.801,,-5.801,Non,10.1021/acs.jmedchem.1c02090
MC-1547,Log Pe,PAMPA,-5.348,,-5.348,Non,10.1021/acs.jmedchem.1c02090
MC-1548,Log Pe,PAMPA,-5.273,,-5.273,Non,10.1021/acs.jmedchem.1c02090
MC-1549,Log Pe,PAMPA,-6.432,,-6.432,Non,10.1021/acs.jmedchem.1c02090
MC-1550,Log Pe,PAMPA,-5.759,,-5.759,Non,10.1021/acs.jmedchem.1c02090
MC-1551,Log Pe,PAMPA,-6.569,,-6.569,Non,10.1021/acs.jmedchem.1c02090
MC-1552,Log Pe,PAMPA,-5.406,,-5.406,Non,10.1021/acs.jmedchem.1c02090
MC-1553,Log Pe,PAMPA,-6.027,,-6.027,Non,10.1021/acs.jmedchem.1c02090
MC-1554,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-1555,Log Pe,PAMPA,-6.62,,-6.62,Non,10.1021/acs.jmedchem.1c02090
MC-1556,Log Pe,PAMPA,-6.569,,-6.569,Non,10.1021/acs.jmedchem.1c02090
MC-1557,Log Pe,PAMPA,-7.155,,-7.155,Semi,10.1021/acs.jmedchem.1c02090
MC-1558,Log Pe,PAMPA,-6.796,,-6.796,Non,10.1021/acs.jmedchem.1c02090
MC-1559,Log Pe,PAMPA,-6.409,,-6.409,Non,10.1021/acs.jmedchem.1c02090
MC-1560,Log Pe,PAMPA,-5.963,,-5.963,Non,10.1021/acs.jmedchem.1c02090
MC-1561,Log Pe,PAMPA,-5.231,,-5.231,Non,10.1021/acs.jmedchem.1c02090
MC-1562,Log Pe,PAMPA,-6.658,,-6.658,Semi,10.1021/acs.jmedchem.1c02090
MC-1563,Log Pe,PAMPA,-6.222,,-6.222,Non,10.1021/acs.jmedchem.1c02090
MC-1564,Log Pe,PAMPA,-5.81,,-5.81,Non,10.1021/acs.jmedchem.1c02090
MC-1565,Log Pe,PAMPA,-5.896,,-5.896,Non,10.1021/acs.jmedchem.1c02090
MC-1566,Log Pe,PAMPA,-5.305,,-5.305,Non,10.1021/acs.jmedchem.1c02090
MC-1567,Log Pe,PAMPA,-6.108,,-6.108,Non,10.1021/acs.jmedchem.1c02090
MC-1568,Log Pe,PAMPA,-6.553,,-6.553,Non,10.1021/acs.jmedchem.1c02090
MC-1568,Log Pe,PAMPA,-6.699,,-6.699,Non,10.1021/acs.jmedchem.1c02090
MC-1569,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-1570,Log Pe,PAMPA,-5.688,,-5.688,Non,10.1021/acs.jmedchem.1c02090
MC-1571,Log Pe,PAMPA,-5.936,,-5.936,Non,10.1021/acs.jmedchem.1c02090
MC-1572,Log Pe,PAMPA,-5.857,,-5.857,Non,10.1021/acs.jmedchem.1c02090
MC-1573,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-1574,Log Pe,PAMPA,-5.562,,-5.562,Non,10.1021/acs.jmedchem.1c02090
MC-1575,Log Pe,PAMPA,-6.097,,-6.097,Non,10.1021/acs.jmedchem.1c02090
MC-1576,Log Pe,PAMPA,-5.202,,-5.202,Non,10.1021/acs.jmedchem.1c02090
MC-1577,Log Pe,PAMPA,-5.506,,-5.506,Non,10.1021/acs.jmedchem.1c02090
MC-1578,Log Pe,PAMPA,-5.32,,-5.32,Non,10.1021/acs.jmedchem.1c02090
MC-1579,Log Pe,PAMPA,-6.678,,-6.678,Non,10.1021/acs.jmedchem.1c02090
MC-1580,Log Pe,PAMPA,-6.161,,-6.161,Non,10.1021/acs.jmedchem.1c02090
MC-1581,Log Pe,PAMPA,-5.717,,-5.717,Non,10.1021/acs.jmedchem.1c02090
MC-1582,Log Pe,PAMPA,-5.81,,-5.81,Non,10.1021/acs.jmedchem.1c02090
MC-1583,Log Pe,PAMPA,-4.996,,-4.996,Non,10.1021/acs.jmedchem.1c02090
MC-1584,Log Pe,PAMPA,-7,,-7,Semi,10.1021/acs.jmedchem.1c02090
MC-1585,Log Pe,PAMPA,-6.523,,-6.523,Semi,10.1021/acs.jmedchem.1c02090
MC-1586,Log Pe,PAMPA,-5.921,,-5.921,Non,10.1021/acs.jmedchem.1c02090
MC-1586,Log Pe,PAMPA,-5.866,,-5.866,Non,10.1021/acs.jmedchem.1c02090
MC-1587,Log Pe,PAMPA,-5.208,,-5.208,Non,10.1021/acs.jmedchem.1c02090
MC-1588,Log Pe,PAMPA,-5.983,,-5.983,Non,10.1021/acs.jmedchem.1c02090
MC-1588,Log Pe,PAMPA,-5.633,,-5.633,Non,10.1021/acs.jmedchem.1c02090
MC-1589,Log Pe,PAMPA,-6.319,,-6.319,Non,10.1021/acs.jmedchem.1c02090
MC-1589,Log Pe,PAMPA,-5.449,,-5.449,Non,10.1021/acs.jmedchem.1c02090
MC-1590,Log Pe,PAMPA,-7.222,,-7.222,Non,10.1021/acs.jmedchem.1c02090
MC-1591,Log Pe,PAMPA,-5.403,,-5.403,Non,10.1021/acs.jmedchem.1c02090
MC-1591,Log Pe,PAMPA,-6.149,,-6.149,Non,10.1021/acs.jmedchem.1c02090
MC-1592,Log Pe,PAMPA,-6.602,,-6.602,Non,10.1021/acs.jmedchem.1c02090
MC-1593,Log Pe,PAMPA,-5.237,,-5.237,Non,10.1021/acs.jmedchem.1c02090
MC-1594,Log Pe,PAMPA,-5.275,,-5.275,Non,10.1021/acs.jmedchem.1c02090
MC-1595,Log Pe,PAMPA,-6.208,,-6.208,Non,10.1021/acs.jmedchem.1c02090
MC-1596,Log Pe,PAMPA,-7.301,,-7.301,Semi,10.1021/acs.jmedchem.1c02090
MC-1597,Log Pe,PAMPA,-5.157,,-5.157,Non,10.1021/acs.jmedchem.1c02090
MC-1598,Log Pe,PAMPA,-5.407,,-5.407,Non,10.1021/acs.jmedchem.1c02090
MC-1599,Log Pe,PAMPA,-5.857,,-5.857,Non,10.1021/acs.jmedchem.1c02090
MC-1600,Log Pe,PAMPA,-5.932,,-5.932,Non,10.1021/acs.jmedchem.1c02090
MC-1601,Log Pe,PAMPA,-5.793,,-5.793,Non,10.1021/acs.jmedchem.1c02090
MC-1602,Log Pe,PAMPA,-5.824,,-5.824,Non,10.1021/acs.jmedchem.1c02090
MC-1603,Log Pe,PAMPA,-6.481,,-6.481,Non,10.1021/acs.jmedchem.1c02090
MC-1604,Log Pe,PAMPA,-6.237,,-6.237,Non,10.1021/acs.jmedchem.1c02090
MC-1605,Log Pe,PAMPA,-5.194,,-5.194,Non,10.1021/acs.jmedchem.1c02090
MC-1606,Log Pe,PAMPA,-5.519,,-5.519,Non,10.1021/acs.jmedchem.1c02090
MC-1607,Log Pe,PAMPA,-5.41,,-5.41,Non,10.1021/acs.jmedchem.1c02090
MC-1608,Log Pe,PAMPA,-6.678,,-6.678,Non,10.1021/acs.jmedchem.1c02090
MC-1609,Log Pe,PAMPA,-5.502,,-5.502,Non,10.1021/acs.jmedchem.1c02090
MC-1610,Log Pe,PAMPA,-5.379,,-5.379,Non,10.1021/acs.jmedchem.1c02090
MC-1611,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-1612,Log Pe,PAMPA,-5.228,,-5.228,Non,10.1021/acs.jmedchem.1c02090
MC-1613,Log Pe,PAMPA,-6.229,,-6.229,Non,10.1021/acs.jmedchem.1c02090
MC-1614,Log Pe,PAMPA,-6.886,,-6.886,Semi,10.1021/acs.jmedchem.1c02090
MC-1615,Log Pe,PAMPA,-5.932,,-5.932,Non,10.1021/acs.jmedchem.1c02090
MC-1616,Log Pe,PAMPA,-5.255,,-5.255,Non,10.1021/acs.jmedchem.1c02090
MC-1617,Log Pe,PAMPA,-5.076,,-5.076,Non,10.1021/acs.jmedchem.1c02090
MC-1618,Log Pe,PAMPA,-5.815,,-5.815,Non,10.1021/acs.jmedchem.1c02090
MC-1619,Log Pe,PAMPA,-5.476,,-5.476,Non,10.1021/acs.jmedchem.1c02090
MC-1620,Log Pe,PAMPA,-6.796,,-6.796,Non,10.1021/acs.jmedchem.1c02090
MC-1620,Log Pe,PAMPA,-6.237,,-6.237,Non,10.1021/acs.jmedchem.1c02090
MC-1621,Log Pe,PAMPA,-5.301,,-5.301,Non,10.1021/acs.jmedchem.1c02090
MC-1622,Log Pe,PAMPA,-7.301,,-7.301,Non,10.1021/acs.jmedchem.1c02090
MC-1622,Log Pe,PAMPA,-6.854,,-6.854,Non,10.1021/acs.jmedchem.1c02090
MC-1623,Log Pe,PAMPA,-5.503,,-5.503,Non,10.1021/acs.jmedchem.1c02090
MC-1624,Log Pe,PAMPA,-6.114,,-6.114,Non,10.1021/acs.jmedchem.1c02090
MC-1625,Log Pe,PAMPA,-5.754,,-5.754,Non,10.1021/acs.jmedchem.1c02090
MC-1626,Log Pe,PAMPA,-5.827,,-5.827,Non,10.1021/acs.jmedchem.1c02090
MC-1627,Log Pe,PAMPA,-6.071,,-6.071,Non,10.1021/acs.jmedchem.1c02090
MC-1628,Log Pe,PAMPA,-5.519,,-5.519,Non,10.1021/acs.jmedchem.1c02090
MC-1629,Log Pe,PAMPA,-5.358,,-5.358,Non,10.1021/acs.jmedchem.1c02090
MC-1630,Log Pe,PAMPA,-6.377,,-6.377,Non,10.1021/acs.jmedchem.1c02090
MC-1631,Log Pe,PAMPA,-5.048,,-5.048,Non,10.1021/acs.jmedchem.1c02090
MC-1632,Log Pe,PAMPA,-6.194,,-6.194,Non,10.1021/acs.jmedchem.1c02090
MC-1633,Log Pe,PAMPA,-6.357,,-6.357,Non,10.1021/acs.jmedchem.1c02090
MC-1634,Log Pe,PAMPA,-5.86,,-5.86,Non,10.1021/acs.jmedchem.1c02090
MC-1635,Log Pe,PAMPA,-6.125,,-6.125,Non,10.1021/acs.jmedchem.1c02090
MC-1636,Log Pe,PAMPA,-6.456,,-6.456,Non,10.1021/acs.jmedchem.1c02090
MC-1637,Log Pe,PAMPA,-6.26,,-6.26,Non,10.1021/acs.jmedchem.1c02090
MC-1638,Log Pe,PAMPA,-5.83,,-5.83,Non,10.1021/acs.jmedchem.1c02090
MC-1639,Log Pe,PAMPA,-5.007,,-5.007,Non,10.1021/acs.jmedchem.1c02090
MC-1640,Log Pe,PAMPA,-5.491,,-5.491,Non,10.1021/acs.jmedchem.1c02090
MC-1641,Log Pe,PAMPA,-5.81,,-5.81,Non,10.1021/acs.jmedchem.1c02090
MC-1642,Log Pe,PAMPA,-6.796,,-6.796,Non,10.1021/acs.jmedchem.1c02090
MC-1643,Log Pe,PAMPA,-6.745,,-6.745,Semi,10.1021/acs.jmedchem.1c02090
MC-1644,Log Pe,PAMPA,-6.328,,-6.328,Non,10.1021/acs.jmedchem.1c02090
MC-1645,Log Pe,PAMPA,-6.62,,-6.62,Semi,10.1021/acs.jmedchem.1c02090
MC-1646,Log Pe,PAMPA,-7.301,,-7.301,Semi,10.1021/acs.jmedchem.1c02090
MC-1647,Log Pe,PAMPA,-5.26,,-5.26,Non,10.1021/acs.jmedchem.1c02090
MC-1648,Log Pe,PAMPA,-5.302,,-5.302,Non,10.1021/acs.jmedchem.1c02090
MC-1649,Log Pe,PAMPA,-6.056,,-6.056,Non,10.1021/acs.jmedchem.1c02090
MC-1650,Log Pe,PAMPA,-5.425,,-5.425,Non,10.1021/acs.jmedchem.1c02090
MC-1651,Log Pe,PAMPA,-6.796,,-6.796,Non,10.1021/acs.jmedchem.1c02090
MC-1652,Log Pe,PAMPA,-6.377,,-6.377,Semi,10.1021/acs.jmedchem.1c02090
MC-1653,Log Pe,PAMPA,-6.222,,-6.222,Non,10.1021/acs.jmedchem.1c02090
MC-1654,Log Pe,PAMPA,-5.141,,-5.141,Non,10.1021/acs.jmedchem.1c02090
MC-1655,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-1656,Log Pe,PAMPA,-5.307,,-5.307,Non,10.1021/acs.jmedchem.1c02090
MC-1657,Log Pe,PAMPA,-7.301,,-7.301,Semi,10.1021/acs.jmedchem.1c02090
MC-1658,Log Pe,PAMPA,-5.6,,-5.6,Non,10.1021/acs.jmedchem.1c02090
MC-1659,Log Pe,PAMPA,-6.538,,-6.538,Non,10.1021/acs.jmedchem.1c02090
MC-1660,Log Pe,PAMPA,-5.75,,-5.75,Non,10.1021/acs.jmedchem.1c02090
MC-1661,Log Pe,PAMPA,-5.292,,-5.292,Non,10.1021/acs.jmedchem.1c02090
MC-1662,Log Pe,PAMPA,-5.67,,-5.67,Non,10.1021/acs.jmedchem.1c02090
MC-1663,Log Pe,PAMPA,-5.69,,-5.69,Non,10.1021/acs.jmedchem.1c02090
MC-1664,Log Pe,PAMPA,-5.521,,-5.521,Non,10.1021/acs.jmedchem.1c02090
MC-1665,Log Pe,PAMPA,-5.18,,-5.18,Non,10.1021/acs.jmedchem.1c02090
MC-1666,Log Pe,PAMPA,-5.86,,-5.86,Non,10.1021/acs.jmedchem.1c02090
MC-1667,Log Pe,PAMPA,-6.456,,-6.456,Non,10.1021/acs.jmedchem.1c02090
MC-1668,Log Pe,PAMPA,-5.274,,-5.274,Non,10.1021/acs.jmedchem.1c02090
MC-1669,Log Pe,PAMPA,-5.523,,-5.523,Non,10.1021/acs.jmedchem.1c02090
MC-1670,Log Pe,PAMPA,-5.602,,-5.602,Non,10.1021/acs.jmedchem.1c02090
MC-1671,Log Pe,PAMPA,-5.914,,-5.914,Non,10.1021/acs.jmedchem.1c02090
MC-1672,Log Pe,PAMPA,-5.499,,-5.499,Non,10.1021/acs.jmedchem.1c02090
MC-1672,Log Pe,PAMPA,-5.845,,-5.845,Non,10.1021/acs.jmedchem.1c02090
MC-1673,Log Pe,PAMPA,-5.695,,-5.695,Non,10.1021/acs.jmedchem.1c02090
MC-1674,Log Pe,PAMPA,-5.269,,-5.269,Non,10.1021/acs.jmedchem.1c02090
MC-1675,Log Pe,PAMPA,-5.513,,-5.513,Non,10.1021/acs.jmedchem.1c02090
MC-1676,Log Pe,PAMPA,-6.77,,-6.77,Non,10.1021/acs.jmedchem.1c02090
MC-1677,Log Pe,PAMPA,-5.382,,-5.382,Non,10.1021/acs.jmedchem.1c02090
MC-1678,Log Pe,PAMPA,-5.166,,-5.166,Non,10.1021/acs.jmedchem.1c02090
MC-1679,Log Pe,PAMPA,-6.06,,-6.06,Non,10.1021/acs.jmedchem.1c02090
MC-1680,Log Pe,PAMPA,-5.947,,-5.947,Non,10.1021/acs.jmedchem.1c02090
MC-1681,Log Pe,PAMPA,-5.484,,-5.484,Non,10.1021/acs.jmedchem.1c02090
MC-1682,Log Pe,PAMPA,-5.971,,-5.971,Non,10.1021/acs.jmedchem.1c02090
MC-1682,Log Pe,PAMPA,-6.009,,-6.009,Non,10.1021/acs.jmedchem.1c02090
MC-1683,Log Pe,PAMPA,-5.676,,-5.676,Non,10.1021/acs.jmedchem.1c02090
MC-1684,Log Pe,PAMPA,-6.77,,-6.77,Semi,10.1021/acs.jmedchem.1c02090
MC-1685,Log Pe,PAMPA,-5.328,,-5.328,Non,10.1021/acs.jmedchem.1c02090
MC-1686,Log Pe,PAMPA,-6.357,,-6.357,Non,10.1021/acs.jmedchem.1c02090
MC-1687,Log Pe,PAMPA,-5.396,,-5.396,Non,10.1021/acs.jmedchem.1c02090
MC-1688,Log Pe,PAMPA,-6.086,,-6.086,Non,10.1021/acs.jmedchem.1c02090
MC-1689,Log Pe,PAMPA,-6.032,,-6.032,Non,10.1021/acs.jmedchem.1c02090
MC-1690,Log Pe,PAMPA,-5.018,,-5.018,Non,10.1021/acs.jmedchem.1c02090
MC-1691,Log Pe,PAMPA,-5.313,,-5.313,Non,10.1021/acs.jmedchem.1c02090
MC-1692,Log Pe,PAMPA,-6.276,,-6.276,Non,10.1021/acs.jmedchem.1c02090
MC-1693,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-1694,Log Pe,PAMPA,-5.955,,-5.955,Non,10.1021/acs.jmedchem.1c02090
MC-1695,Log Pe,PAMPA,-5.419,,-5.419,Non,10.1021/acs.jmedchem.1c02090
MC-1696,Log Pe,PAMPA,-6.638,,-6.638,Non,10.1021/acs.jmedchem.1c02090
MC-1697,Log Pe,PAMPA,-5.369,,-5.369,Non,10.1021/acs.jmedchem.1c02090
MC-1698,Log Pe,PAMPA,-5.277,,-5.277,Non,10.1021/acs.jmedchem.1c02090
MC-1699,Log Pe,PAMPA,-6.174,,-6.174,Non,10.1021/acs.jmedchem.1c02090
MC-1700,Log Pe,PAMPA,-7.097,,-7.097,Semi,10.1021/acs.jmedchem.1c02090
MC-1701,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-1702,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-1703,Log Pe,PAMPA,-5.703,,-5.703,Non,10.1021/acs.jmedchem.1c02090
MC-1704,Log Pe,PAMPA,-6.678,,-6.678,Semi,10.1021/acs.jmedchem.1c02090
MC-1705,Log Pe,PAMPA,-6.086,,-6.086,Non,10.1021/acs.jmedchem.1c02090
MC-1706,Log Pe,PAMPA,-5.45,,-5.45,Non,10.1021/acs.jmedchem.1c02090
MC-1707,Log Pe,PAMPA,-5.788,,-5.788,Non,10.1021/acs.jmedchem.1c02090
MC-1708,Log Pe,PAMPA,-6.824,,-6.824,Semi,10.1021/acs.jmedchem.1c02090
MC-1709,Log Pe,PAMPA,-6.886,,-6.886,Semi,10.1021/acs.jmedchem.1c02090
MC-1710,Log Pe,PAMPA,-5.225,,-5.225,Non,10.1021/acs.jmedchem.1c02090
MC-1711,Log Pe,PAMPA,-5.719,,-5.719,Non,10.1021/acs.jmedchem.1c02090
MC-1712,Log Pe,PAMPA,-6.959,,-6.959,Semi,10.1021/acs.jmedchem.1c02090
MC-1713,Log Pe,PAMPA,-5.131,,-5.131,Non,10.1021/acs.jmedchem.1c02090
MC-1714,Log Pe,PAMPA,-5.275,,-5.275,Non,10.1021/acs.jmedchem.1c02090
MC-1715,Log Pe,PAMPA,-6.42,,-6.42,Non,10.1021/acs.jmedchem.1c02090
MC-1716,Log Pe,PAMPA,-6.18,,-6.18,Non,10.1021/acs.jmedchem.1c02090
MC-1717,Log Pe,PAMPA,-6.276,,-6.276,Non,10.1021/acs.jmedchem.1c02090
MC-1717,Log Pe,PAMPA,-6.495,,-6.495,Non,10.1021/acs.jmedchem.1c02090
MC-1718,Log Pe,PAMPA,-7.523,,-7.523,Non,10.1021/acs.jmedchem.1c02090
MC-1719,Log Pe,PAMPA,-5.402,,-5.402,Non,10.1021/acs.jmedchem.1c02090
MC-1719,Log Pe,PAMPA,-5.777,,-5.777,Non,10.1021/acs.jmedchem.1c02090
MC-1720,Log Pe,PAMPA,-5.252,,-5.252,Non,10.1021/acs.jmedchem.1c02090
MC-1721,Log Pe,PAMPA,-5.693,,-5.693,Non,10.1021/acs.jmedchem.1c02090
MC-1722,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-1723,Log Pe,PAMPA,-7.699,,-7.699,Non,10.1021/acs.jmedchem.1c02090
MC-1724,Log Pe,PAMPA,-5.799,,-5.799,Non,10.1021/acs.jmedchem.1c02090
MC-1724,Log Pe,PAMPA,-5.971,,-5.971,Non,10.1021/acs.jmedchem.1c02090
MC-1725,Log Pe,PAMPA,-6.229,,-6.229,Non,10.1021/acs.jmedchem.1c02090
MC-1726,Log Pe,PAMPA,-7.398,,-7.398,Non,10.1021/acs.jmedchem.1c02090
MC-1727,Log Pe,PAMPA,-5.385,,-5.385,Non,10.1021/acs.jmedchem.1c02090
MC-1728,Log Pe,PAMPA,-6.699,,-6.699,Non,10.1021/acs.jmedchem.1c02090
MC-1729,Log Pe,PAMPA,-5.678,,-5.678,Non,10.1021/acs.jmedchem.1c02090
MC-1730,Log Pe,PAMPA,-5.79,,-5.79,Non,10.1021/acs.jmedchem.1c02090
MC-1731,Log Pe,PAMPA,-5.762,,-5.762,Non,10.1021/acs.jmedchem.1c02090
MC-1732,Log Pe,PAMPA,-5.757,,-5.757,Non,10.1021/acs.jmedchem.1c02090
MC-1732,Log Pe,PAMPA,-5.772,,-5.772,Non,10.1021/acs.jmedchem.1c02090
MC-1733,Log Pe,PAMPA,-6.06,,-6.06,Non,10.1021/acs.jmedchem.1c02090
MC-1734,Log Pe,PAMPA,-6.337,,-6.337,Non,10.1021/acs.jmedchem.1c02090
MC-1735,Log Pe,PAMPA,-5.191,,-5.191,Non,10.1021/acs.jmedchem.1c02090
MC-1736,Log Pe,PAMPA,-5.483,,-5.483,Non,10.1021/acs.jmedchem.1c02090
MC-1737,Log Pe,PAMPA,-6.921,,-6.921,Non,10.1021/acs.jmedchem.1c02090
MC-1738,Log Pe,PAMPA,-5.772,,-5.772,Non,10.1021/acs.jmedchem.1c02090
MC-1739,Log Pe,PAMPA,-5.777,,-5.777,Non,10.1021/acs.jmedchem.1c02090
MC-1740,Log Pe,PAMPA,-5.53,,-5.53,Non,10.1021/acs.jmedchem.1c02090
MC-1741,Log Pe,PAMPA,-6.046,,-6.046,Non,10.1021/acs.jmedchem.1c02090
MC-1741,Log Pe,PAMPA,-5.562,,-5.562,Non,10.1021/acs.jmedchem.1c02090
MC-1742,Log Pe,PAMPA,-5.775,,-5.775,Non,10.1021/acs.jmedchem.1c02090
MC-1743,Log Pe,PAMPA,-6.155,,-6.155,Non,10.1021/acs.jmedchem.1c02090
MC-1744,Log Pe,PAMPA,-5.162,,-5.162,Non,10.1021/acs.jmedchem.1c02090
MC-1745,Log Pe,PAMPA,-6.481,,-6.481,Non,10.1021/acs.jmedchem.1c02090
MC-1746,Log Pe,PAMPA,-5.199,,-5.199,Non,10.1021/acs.jmedchem.1c02090
MC-1747,Log Pe,PAMPA,-6.538,,-6.538,Non,10.1021/acs.jmedchem.1c02090
MC-1748,Log Pe,PAMPA,-7.301,,-7.301,Semi,10.1021/acs.jmedchem.1c02090
MC-1749,Log Pe,PAMPA,-5.886,,-5.886,Non,10.1021/acs.jmedchem.1c02090
MC-1750,Log Pe,PAMPA,-5.996,,-5.996,Non,10.1021/acs.jmedchem.1c02090
MC-1751,Log Pe,PAMPA,-6.959,,-6.959,Non,10.1021/acs.jmedchem.1c02090
MC-1752,Log Pe,PAMPA,-5.971,,-5.971,Non,10.1021/acs.jmedchem.1c02090
MC-1753,Log Pe,PAMPA,-7.046,,-7.046,Non,10.1021/acs.jmedchem.1c02090
